Archive_Date,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total,Did
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15,  0-3 Months,38,29MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15,  3-6 Months,25,16MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15,  6-9 Months,13,35MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15,  9-12 Months,2,34MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15, 12-15 Months,1,4MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15, 15-18 Months,3,13MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,16-64,  0-3 Months,1,24MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,16-64,  6-9 Months,1,35MH
31-01-2018,2000,Plastic Surgery,Inpatient,Child,0-15,  0-3 Months,10,14MH
31-01-2018,2000,Plastic Surgery,Inpatient,Child,0-15,  3-6 Months,3,18MH
31-01-2018,2000,Plastic Surgery,Inpatient,Child,0-15,  6-9 Months,1,13MH
31-01-2018,2000,Plastic Surgery,Inpatient,Child,0-15, 12-15 Months,1,20MH
31-01-2018,2200,Radiology,Day Case,Child,0-15,  3-6 Months,3,19MH
31-01-2018,2200,Radiology,Day Case,Child,0-15,  6-9 Months,1,32MH
31-01-2018,2200,Radiology,Day Case,Child,0-15,  9-12 Months,1,5MH
31-01-2018,2200,Radiology,Day Case,Child,0-15,18+ Months,1,25MH
31-01-2018,2300,Nephrology,Inpatient,Child,0-15,  3-6 Months,1,5MH
31-01-2018,2300,Nephrology,Inpatient,Child,0-15,  9-12 Months,1,32MH
31-01-2018,2400,Respiratory Medicine,Day Case,Child,0-15,  0-3 Months,2,17MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15,  0-3 Months,20,9MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15,  3-6 Months,23,13MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15,  6-9 Months,10,8MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15,  9-12 Months,10,18MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15, 12-15 Months,14,4MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15, 15-18 Months,5,8MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15,18+ Months,25,28MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,16-64,  0-3 Months,1,12MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,16-64,  3-6 Months,1,8MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,16-64, 12-15 Months,1,18MH
31-01-2018,2700,Infectious Diseases,Day Case,Child,0-15,  0-3 Months,1,17MH
31-01-2018,7000,Dental Surgery,Day Case,Child,0-15,  0-3 Months,11,35MH
31-01-2018,7000,Dental Surgery,Day Case,Child,0-15,  3-6 Months,13,12MH
31-01-2018,7000,Dental Surgery,Day Case,Child,0-15,  6-9 Months,6,22MH
31-01-2018,7000,Dental Surgery,Day Case,Child,0-15,  9-12 Months,3,18MH
31-01-2018,7000,Dental Surgery,Day Case,Child,0-15, 12-15 Months,2,23MH
31-01-2018,7000,Dental Surgery,Day Case,Child,0-15, 15-18 Months,2,7MH
31-01-2018,7000,Dental Surgery,Day Case,Child,16-64, 15-18 Months,1,1MH
31-01-2018,7000,Dental Surgery,Inpatient,Child,0-15,  0-3 Months,1,36MH
31-01-2018,7000,Dental Surgery,Inpatient,Child,0-15,  3-6 Months,2,12MH
31-01-2018,7000,Dental Surgery,Inpatient,Child,0-15,  6-9 Months,4,27MH
31-01-2018,7000,Dental Surgery,Inpatient,Child,0-15,  9-12 Months,3,5MH
31-01-2018,7000,Dental Surgery,Inpatient,Child,0-15, 12-15 Months,2,3MH
31-01-2018,7000,Dental Surgery,Inpatient,Child,16-64,  9-12 Months,1,36MH
31-01-2018,7200,Paediatric Surgery,Day Case,Child,0-15,  0-3 Months,32,20MH
31-01-2018,7200,Paediatric Surgery,Day Case,Child,0-15,  3-6 Months,17,28MH
31-01-2018,7200,Paediatric Surgery,Day Case,Child,0-15,  6-9 Months,2,28MH
31-01-2018,7200,Paediatric Surgery,Day Case,Child,0-15,  9-12 Months,6,33MH
31-01-2018,7200,Paediatric Surgery,Day Case,Child,0-15, 12-15 Months,1,4MH
31-01-2018,7200,Paediatric Surgery,Day Case,Child,0-15,18+ Months,2,27MH
31-01-2018,7200,Paediatric Surgery,Day Case,Child,16-64,  0-3 Months,1,35MH
31-01-2018,7200,Paediatric Surgery,Inpatient,Child,0-15,  0-3 Months,4,12MH
31-01-2018,7200,Paediatric Surgery,Inpatient,Child,0-15,  3-6 Months,4,30MH
31-01-2018,7200,Paediatric Surgery,Inpatient,Child,0-15,  6-9 Months,2,23MH
31-01-2018,7200,Paediatric Surgery,Inpatient,Child,0-15,18+ Months,1,17MH
31-01-2018,7700,Metabolic Medicine,Day Case,Child,0-15,  9-12 Months,1,3MH
31-01-2018,7700,Metabolic Medicine,Inpatient,Child,0-15,  0-3 Months,3,35MH
31-01-2018,7700,Metabolic Medicine,Inpatient,Child,0-15,  3-6 Months,1,32MH
31-01-2018,7700,Metabolic Medicine,Inpatient,Child,0-15,  6-9 Months,1,7MH
31-01-2018,7700,Metabolic Medicine,Inpatient,Child,0-15, 12-15 Months,1,7MH
31-01-2018,7700,Metabolic Medicine,Inpatient,Child,0-15, 15-18 Months,1,11MH
31-01-2018,7800,Urology,Day Case,Child,0-15,  0-3 Months,31,5MH
31-01-2018,7800,Urology,Day Case,Child,0-15,  3-6 Months,15,11MH
31-01-2018,7800,Urology,Day Case,Child,0-15,  6-9 Months,11,23MH
31-01-2018,7800,Urology,Day Case,Child,0-15,  9-12 Months,6,16MH
31-01-2018,7800,Urology,Day Case,Child,0-15, 15-18 Months,1,28MH
31-01-2018,7800,Urology,Day Case,Child,0-15,18+ Months,1,27MH
31-01-2018,7800,Urology,Inpatient,Child,0-15,  0-3 Months,4,23MH
31-01-2018,7800,Urology,Inpatient,Child,0-15,  3-6 Months,3,10MH
31-01-2018,7800,Urology,Inpatient,Child,0-15,  6-9 Months,5,8MH
31-01-2018,7800,Urology,Inpatient,Child,0-15,  9-12 Months,4,7MH
31-01-2018,7800,Urology,Inpatient,Child,0-15, 12-15 Months,3,34MH
31-01-2018,7800,Urology,Inpatient,Child,0-15, 15-18 Months,2,21MH
31-01-2018,7800,Urology,Inpatient,Child,0-15,18+ Months,1,31MH
31-01-2018,300,Dermatology,Day Case,Child,0-15,  0-3 Months,4,15MH
31-01-2018,300,Dermatology,Day Case,Child,0-15,  3-6 Months,10,7MH
31-01-2018,300,Dermatology,Day Case,Child,0-15,  6-9 Months,4,10MH
31-01-2018,300,Dermatology,Day Case,Child,0-15, 15-18 Months,1,19MH
31-01-2018,300,Dermatology,Day Case,Child,0-15,18+ Months,1,5MH
31-01-2018,300,Dermatology,Inpatient,Child,0-15,  0-3 Months,2,11MH
31-01-2018,300,Dermatology,Inpatient,Child,0-15,  6-9 Months,1,23MH
31-01-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  0-3 Months,12,12MH
31-01-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  3-6 Months,3,1MH
31-01-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  6-9 Months,3,17MH
31-01-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  9-12 Months,6,30MH
31-01-2018,600,Otolaryngology (ENT),Day Case,Child,0-15, 12-15 Months,4,25MH
31-01-2018,600,Otolaryngology (ENT),Day Case,Child,0-15, 15-18 Months,4,15MH
31-01-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,18+ Months,7,16MH
31-01-2018,600,Otolaryngology (ENT),Day Case,Child,16-64, 12-15 Months,1,30MH
31-01-2018,600,Otolaryngology (ENT),Day Case,Child,16-64,18+ Months,1,13MH
31-01-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  0-3 Months,20,17MH
31-01-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,11,15MH
31-01-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  6-9 Months,10,28MH
31-01-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  9-12 Months,12,36MH
31-01-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15, 12-15 Months,8,36MH
31-01-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15, 15-18 Months,15,30MH
31-01-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,18+ Months,42,20MH
31-01-2018,600,Otolaryngology (ENT),Inpatient,Child,16-64,  9-12 Months,1,10MH
31-01-2018,600,Otolaryngology (ENT),Inpatient,Child,16-64, 12-15 Months,2,22MH
31-01-2018,600,Otolaryngology (ENT),Inpatient,Child,16-64,18+ Months,4,25MH
31-01-2018,1300,Neurology,Day Case,Child,0-15,  3-6 Months,1,16MH
31-01-2018,1300,Neurology,Inpatient,Child,0-15,  0-3 Months,1,13MH
31-01-2018,1300,Neurology,Inpatient,Child,16-64,  0-3 Months,1,3MH
31-01-2018,1700,Ophthalmology,Day Case,Child,0-15,  0-3 Months,31,22MH
31-01-2018,1700,Ophthalmology,Day Case,Child,0-15,  3-6 Months,23,24MH
31-01-2018,1700,Ophthalmology,Day Case,Child,0-15,  6-9 Months,46,17MH
31-01-2018,1700,Ophthalmology,Day Case,Child,0-15,  9-12 Months,41,22MH
31-01-2018,1700,Ophthalmology,Day Case,Child,0-15, 12-15 Months,29,33MH
31-01-2018,1700,Ophthalmology,Day Case,Child,0-15, 15-18 Months,26,18MH
31-01-2018,1700,Ophthalmology,Day Case,Child,0-15,18+ Months,39,14MH
31-01-2018,1700,Ophthalmology,Day Case,Child,16-64,  9-12 Months,1,10MH
31-01-2018,1700,Ophthalmology,Day Case,Child,16-64, 12-15 Months,2,20MH
31-01-2018,1700,Ophthalmology,Day Case,Child,16-64,18+ Months,2,22MH
31-01-2018,1700,Ophthalmology,Inpatient,Child,0-15,  0-3 Months,1,17MH
31-01-2018,1700,Ophthalmology,Inpatient,Child,0-15, 15-18 Months,1,15MH
31-01-2018,1800,Orthopaedics,Day Case,Child,0-15,  0-3 Months,23,31MH
31-01-2018,1800,Orthopaedics,Day Case,Child,0-15,  3-6 Months,21,35MH
31-01-2018,1800,Orthopaedics,Day Case,Child,0-15,  6-9 Months,35,21MH
31-01-2018,1800,Orthopaedics,Day Case,Child,0-15,  9-12 Months,26,2MH
31-01-2018,1800,Orthopaedics,Day Case,Child,0-15, 12-15 Months,26,27MH
31-01-2018,1800,Orthopaedics,Day Case,Child,0-15, 15-18 Months,11,3MH
31-01-2018,1800,Orthopaedics,Day Case,Child,0-15,18+ Months,24,26MH
31-01-2018,1800,Orthopaedics,Day Case,Child,16-64,  0-3 Months,1,15MH
31-01-2018,1800,Orthopaedics,Day Case,Child,16-64,  3-6 Months,1,11MH
31-01-2018,1800,Orthopaedics,Day Case,Child,16-64,  6-9 Months,2,35MH
31-01-2018,1800,Orthopaedics,Day Case,Child,16-64,  9-12 Months,7,7MH
31-01-2018,1800,Orthopaedics,Day Case,Child,16-64, 12-15 Months,4,8MH
31-01-2018,1800,Orthopaedics,Day Case,Child,16-64, 15-18 Months,2,5MH
31-01-2018,1800,Orthopaedics,Day Case,Child,16-64,18+ Months,21,33MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,0-15,  0-3 Months,37,27MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,0-15,  3-6 Months,41,3MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,0-15,  6-9 Months,35,12MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,0-15,  9-12 Months,33,36MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,0-15, 12-15 Months,13,6MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,0-15, 15-18 Months,7,16MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,0-15,18+ Months,43,31MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,16-64,  0-3 Months,4,15MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,16-64,  3-6 Months,1,2MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,16-64,  6-9 Months,2,29MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,16-64,  9-12 Months,1,15MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,16-64, 15-18 Months,2,34MH
31-01-2018,1800,Orthopaedics,Inpatient,Child,16-64,18+ Months,9,35MH
31-01-2018,1900,Paediatrics,Day Case,Child,0-15,  0-3 Months,24,1MH
31-01-2018,1900,Paediatrics,Day Case,Child,0-15,  3-6 Months,36,10MH
31-01-2018,1900,Paediatrics,Day Case,Child,0-15,  6-9 Months,34,8MH
31-01-2018,1900,Paediatrics,Day Case,Child,0-15,  9-12 Months,23,9MH
31-01-2018,1900,Paediatrics,Day Case,Child,0-15, 12-15 Months,39,13MH
31-01-2018,1900,Paediatrics,Day Case,Child,0-15, 15-18 Months,31,13MH
31-01-2018,1900,Paediatrics,Day Case,Child,0-15,18+ Months,42,25MH
31-01-2018,1900,Paediatrics,Day Case,Child,16-64,  3-6 Months,3,7MH
31-01-2018,1900,Paediatrics,Day Case,Child,16-64,  6-9 Months,1,19MH
31-01-2018,1900,Paediatrics,Day Case,Child,16-64, 12-15 Months,2,30MH
31-01-2018,1900,Paediatrics,Day Case,Child,16-64,18+ Months,6,14MH
31-01-2018,1900,Paediatrics,Inpatient,Child,0-15,  9-12 Months,1,28MH
31-01-2018,1900,Paediatrics,Inpatient,Child,0-15, 12-15 Months,1,24MH
31-01-2018,1900,Paediatrics,Inpatient,Child,0-15,18+ Months,7,23MH
31-01-2018,1900,Paediatrics,Inpatient,Child,16-64,18+ Months,2,8MH
31-01-2018,1902,Paed Cardiology,Day Case,Child,0-15,  0-3 Months,40,33MH
31-01-2018,1902,Paed Cardiology,Day Case,Child,0-15,  3-6 Months,42,17MH
31-01-2018,1902,Paed Cardiology,Day Case,Child,0-15,  6-9 Months,9,31MH
31-01-2018,1902,Paed Cardiology,Day Case,Child,0-15,  9-12 Months,17,17MH
31-01-2018,1902,Paed Cardiology,Day Case,Child,0-15, 12-15 Months,6,31MH
31-01-2018,1902,Paed Cardiology,Day Case,Child,0-15, 15-18 Months,4,15MH
31-01-2018,1902,Paed Cardiology,Day Case,Child,0-15,18+ Months,4,11MH
31-01-2018,1902,Paed Cardiology,Day Case,Child,16-64,  0-3 Months,4,33MH
31-01-2018,1902,Paed Cardiology,Day Case,Child,16-64,  3-6 Months,2,13MH
31-01-2018,1902,Paed Cardiology,Inpatient,Child,0-15,  0-3 Months,1,9MH
31-01-2018,1902,Paed Cardiology,Inpatient,Child,0-15,  3-6 Months,4,23MH
31-01-2018,1902,Paed Cardiology,Inpatient,Child,0-15,  6-9 Months,1,24MH
31-01-2018,1902,Paed Cardiology,Inpatient,Child,0-15, 12-15 Months,1,19MH
31-01-2018,1902,Paed Cardiology,Inpatient,Child,0-15,18+ Months,18,11MH
31-01-2018,1902,Paed Cardiology,Inpatient,Child,16-64,  0-3 Months,1,25MH
31-01-2018,1902,Paed Cardiology,Inpatient,Child,16-64,18+ Months,1,13MH
31-01-2018,1903,Paed Oncology,Day Case,Child,0-15,  3-6 Months,1,20MH
31-01-2018,1904,Neonatology,Inpatient,Child,0-15,  3-6 Months,2,1MH
31-01-2018,1904,Neonatology,Inpatient,Child,0-15, 15-18 Months,1,29MH
31-01-2018,1905,Paed Endocrinology,Day Case,Child,0-15,  0-3 Months,1,23MH
31-01-2018,1905,Paed Endocrinology,Day Case,Child,0-15,  3-6 Months,1,25MH
31-01-2018,1905,Paed Endocrinology,Day Case,Child,0-15,  6-9 Months,1,27MH
31-01-2018,1905,Paed Endocrinology,Day Case,Child,0-15,  9-12 Months,4,19MH
31-01-2018,1905,Paed Endocrinology,Day Case,Child,0-15, 12-15 Months,4,1MH
31-01-2018,1905,Paed Endocrinology,Day Case,Child,16-64,  3-6 Months,1,14MH
31-01-2018,1905,Paed Endocrinology,Day Case,Child,16-64, 12-15 Months,1,32MH
31-01-2018,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  0-3 Months,4,13MH
31-01-2018,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  3-6 Months,4,10MH
31-01-2018,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  6-9 Months,1,30MH
31-01-2018,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  9-12 Months,4,32MH
31-01-2018,1906,Paed Gastro-Enterol,Day Case,Child,0-15, 12-15 Months,3,10MH
31-01-2018,1906,Paed Gastro-Enterol,Day Case,Child,16-64,  3-6 Months,1,20MH
31-01-2018,1906,Paed Gastro-Enterol,Day Case,Child,16-64,  9-12 Months,2,22MH
31-01-2018,1906,Paed Gastro-Enterol,Inpatient,Child,0-15,  0-3 Months,1,2MH
31-01-2018,1906,Paed Gastro-Enterol,Inpatient,Child,0-15,  9-12 Months,1,25MH
31-01-2018,1906,Paed Gastro-Enterol,Inpatient,Child,0-15, 12-15 Months,1,22MH
31-01-2018,1907,Paed Haematology,Day Case,Child,0-15,  9-12 Months,1,17MH
31-01-2018,1907,Paed Haematology,Day Case,Child,16-64,  6-9 Months,1,24MH
31-01-2018,1907,Paed Haematology,Inpatient,Child,0-15,  6-9 Months,1,26MH
31-01-2018,1911,Paed Nephrology,Day Case,Child,0-15,  0-3 Months,3,26MH
31-01-2018,1911,Paed Nephrology,Day Case,Child,0-15,  9-12 Months,1,29MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15,  0-3 Months,16,3MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15,  3-6 Months,8,22MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15,  6-9 Months,13,2MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15,  9-12 Months,12,27MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15, 12-15 Months,10,5MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15, 15-18 Months,21,6MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,0-15,18+ Months,22,6MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,16-64,  3-6 Months,1,27MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,16-64,  6-9 Months,3,13MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,16-64, 12-15 Months,5,30MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,16-64, 15-18 Months,2,7MH
31-01-2018,2000,Plastic Surgery,Day Case,Child,16-64,18+ Months,7,17MH
31-01-2018,2000,Plastic Surgery,Inpatient,Child,0-15,  6-9 Months,1,17MH
31-01-2018,2003,Maxillo-Facial,Day Case,Child,0-15,  0-3 Months,11,32MH
31-01-2018,2003,Maxillo-Facial,Day Case,Child,0-15,  3-6 Months,1,23MH
31-01-2018,2003,Maxillo-Facial,Day Case,Child,0-15,  6-9 Months,2,1MH
31-01-2018,2003,Maxillo-Facial,Day Case,Child,0-15, 12-15 Months,1,13MH
31-01-2018,2003,Maxillo-Facial,Day Case,Child,0-15, 15-18 Months,1,16MH
31-01-2018,2003,Maxillo-Facial,Day Case,Child,0-15,18+ Months,1,21MH
31-01-2018,2003,Maxillo-Facial,Day Case,Child,16-64, 12-15 Months,1,15MH
31-01-2018,2003,Maxillo-Facial,Day Case,Child,16-64, 15-18 Months,1,6MH
31-01-2018,2003,Maxillo-Facial,Inpatient,Child,0-15,  0-3 Months,4,36MH
31-01-2018,2003,Maxillo-Facial,Inpatient,Child,0-15,  3-6 Months,5,8MH
31-01-2018,2003,Maxillo-Facial,Inpatient,Child,0-15,  6-9 Months,1,12MH
31-01-2018,2003,Maxillo-Facial,Inpatient,Child,0-15,  9-12 Months,2,33MH
31-01-2018,2003,Maxillo-Facial,Inpatient,Child,0-15, 15-18 Months,1,3MH
31-01-2018,2003,Maxillo-Facial,Inpatient,Child,16-64,  3-6 Months,1,13MH
31-01-2018,2202,Paediatric Radiology,Day Case,Child,0-15,  0-3 Months,1,8MH
31-01-2018,2400,Respiratory Medicine,Day Case,Child,0-15,  0-3 Months,9,19MH
31-01-2018,2400,Respiratory Medicine,Day Case,Child,0-15,  3-6 Months,8,34MH
31-01-2018,2400,Respiratory Medicine,Day Case,Child,0-15,  6-9 Months,1,15MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15,  0-3 Months,37,32MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15,  3-6 Months,26,19MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15,  6-9 Months,24,13MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15,  9-12 Months,32,27MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15, 12-15 Months,26,35MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15, 15-18 Months,11,25MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,0-15,18+ Months,1,17MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,16-64,  0-3 Months,2,1MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,16-64,  9-12 Months,1,4MH
31-01-2018,2400,Respiratory Medicine,Inpatient,Child,16-64, 12-15 Months,2,2MH
31-01-2018,2500,Rheumatology,Day Case,Child,0-15,  0-3 Months,37,13MH
31-01-2018,2500,Rheumatology,Day Case,Child,0-15,  3-6 Months,14,4MH
31-01-2018,2500,Rheumatology,Day Case,Child,0-15,  6-9 Months,22,19MH
31-01-2018,2500,Rheumatology,Day Case,Child,0-15,  9-12 Months,17,5MH
31-01-2018,2500,Rheumatology,Day Case,Child,0-15, 12-15 Months,8,32MH
